ruleCode,ruleName,severity,status,loanRecordId,field,observed,expected,clusterKey
CON-001,Sources disagree on this field,CRITICAL,RESOLVED,mtg4lhdb57e62129f81789e2,currentBalance,currentBalance: tape 340453.66 vs servicer_update.csv 320862.29,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,RESOLVED,mtg4lhg951f8523c10767a2c,paymentStatus,paymentStatus: tape CURRENT vs servicer_update.csv DELINQUENT,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,RESOLVED,mtg4lhjoa954787c996916ba,currentBalance,currentBalance: tape 42782.16 vs servicer_update.csv 41545.37,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,RESOLVED,mtg4lhndb0992763623d69f4,currentBalance,currentBalance: tape 384716.26 vs servicer_update.csv 373810.66,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,RESOLVED,mtg4lhtna27c53b4432f5c3a,currentBalance,currentBalance: tape 587758.09 vs servicer_update.csv 560514.21,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,RESOLVED,mtg4lhuw350765707cba5f92,paymentStatus,paymentStatus: tape DEFAULT vs servicer_update.csv DELINQUENT,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,REJECTED,mtg4lhd07601bd5f8eb092bf,currentBalance,currentBalance: tape 148566.27 vs servicer_update.csv 509058.90,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,REJECTED,mtg4lhnq26c9ddae4a4fe75b,paymentStatus,paymentStatus: tape DEFAULT vs servicer_update.csv DELINQUENT,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,REJECTED,mtg4lgpk9333b43f00b15ea8,paymentStatus,paymentStatus: tape DEFAULT vs servicer_update.csv DELINQUENT,the loan tape and the servicer update to agree,source-conflict
CON-001,Sources disagree on this field,CRITICAL,RESOLVED,mtg4lgtp82f25496f8a48c93,currentBalance,currentBalance: tape 221244.36 vs servicer_update.csv 212291.36,the loan tape and the servicer update to agree,source-conflict
CON-002,Unknown servicer,WARNING,WAIVED,mtg4lgu2c5576308a500f3fa,servicerId,SVC-99,a servicer present in the reference list,CON-002
CON-002,Unknown servicer,WARNING,WAIVED,mtg4lhjw1ecfeaf41f4fc63f,servicerId,SVCX,a servicer present in the reference list,CON-002
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lg7kd09517140d53a0d2,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lgd02cc32c60dc99bcce,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lgi285c7091e7938a588,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lgmm5a718cbc4735f0c6,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lgr36a794eab23dca746,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lgvg1f76304ad2ec8171,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lh4cb027f7eabd38f3d7,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lhaj386265113cc26660,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lhmje6631bf59868b811,documentStatus,MISSING,documentation present in the manifest,CON-003
CON-003,Loan documentation missing,CRITICAL,REJECTED,mtg4lhuh1e0ee7e427b48e58,documentStatus,MISSING,documentation present in the manifest,CON-003
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lg8e6416826be8d2ce3d,lastUpdatedAt,2026-01-01T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lggz1575567b2f7bd32f,lastUpdatedAt,2025-08-08T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lgkpd64ab8496b724138,lastUpdatedAt,2025-10-05T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lgojfe18dbf87d73d90e,lastUpdatedAt,2025-11-13T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lgsa6bb5ad579fdb2c39,lastUpdatedAt,2026-02-16T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lgvyea7ebb556551ba67,lastUpdatedAt,2025-08-18T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lh3yc3f9bdd408dc1e82,lastUpdatedAt,2026-02-17T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lh9hcacc9038e7a38091,lastUpdatedAt,2025-12-02T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lhjoa954787c996916ba,lastUpdatedAt,2025-12-11T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,REJECTED,mtg4lgcq44d5abc9cac673d4,lastUpdatedAt,2026-03-02T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,WAIVED,mtg4lhnmfba8512417a2bb96,lastUpdatedAt,2025-08-20T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STL-001,Record not updated within the reporting period,WARNING,REJECTED,mtg4lhd07601bd5f8eb092bf,lastUpdatedAt,2025-12-21T00:00:00.000Z,updated within 95 days of the reporting date,STL-001
STA-001,Interest rate is an outlier,WARNING,WAIVED,mtg4lg9g8c60e27cb003ae65,interestRate,678.4000,within 3.5 standard deviations of the portfolio mean,STA-001
STA-001,Interest rate is an outlier,WARNING,WAIVED,mtg4lgp8e2cc62536c4984e2,interestRate,512.5000,within 3.5 standard deviations of the portfolio mean,STA-001
STA-001,Interest rate is an outlier,WARNING,WAIVED,mtg4lh9l61e40c1a02d25014,interestRate,621.4000,within 3.5 standard deviations of the portfolio mean,STA-001
STA-002,Placeholder origination date,WARNING,WAIVED,mtg4lgazdae62438f9611961,originationDate,1900-01-01,a real origination date,date-format-mismatch
STA-002,Placeholder origination date,WARNING,WAIVED,mtg4lglr21622aa047faa935,originationDate,1900-01-01,a real origination date,date-format-mismatch
STA-002,Placeholder origination date,WARNING,WAIVED,mtg4lgv8778e4ecab62b9893,originationDate,1900-01-01,a real origination date,date-format-mismatch
STA-002,Placeholder origination date,WARNING,WAIVED,mtg4lhaz43bd6cb6633b3d40,originationDate,1900-01-01,a real origination date,date-format-mismatch
CMP-001,Credit score empty across too much of the tape,WARNING,WAIVED,,creditScore,21.6% empty,populated in at least 80% of rows,
