loanId,borrowerId,loanType,loanPurpose,originationDate,maturityDate,originalPrincipal,currentBalance,interestRate,termMonths,paymentAmount,paymentStatus,daysPastDue,lastPaymentDate,borrowerState,borrowerZip,creditScore,creditGrade,employmentLength,incomeBand,appraisedValue,servicerId,servicerName,lastUpdatedAt,documentStatus,sourceSystem,verificationStatus,version,recordHash
LN-000069,B-00289,ARM,Purchase,2023-10-28,2043-10-28,126500.00,81766.81,7.0110,240,981.59,CURRENT,0,2026-06-16,TN,71258,820,B-,5 years,150-250k,196000.00,SVC-03,SVC-03 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,d868c07f5d08a9a4560df832076b73b4c2ce3bd709e9b63e376c0b6726d872d6
LN-000070,B-00455,ARM,Debt consolidation,2015-10-03,2025-10-03,806500.00,631875.71,3.8140,120,8094.32,CURRENT,0,2026-06-29,PA,36617,,C+,2 years,75-100k,1192000.00,SVC-06,SVC-06 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,e08390e23c68acdd4cc0fceedcb297d38d02e45207d6c45bdb1857f194369217
LN-000071,B-00057,AUTO,Cash-out refi,2024-10-21,2031-10-21,441500.00,283505.49,7.8460,84,6847.49,CURRENT,0,2026-07-05,VA,82711,648,A,3 years,150-250k,515000.00,SVC-01,SVC-01 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,5bf444da0cb59d3e839f9335308dbf29b7eb966564cd4a11f35ef1e6671c4cd9
LN-000072,B-00231,PERSONAL,Debt consolidation,2016-03-04,2031-03-04,770500.00,374142.97,3.8650,180,5647.31,CURRENT,0,2026-05-31,MI,57313,624,C+,10+ years,100-150k,1206000.00,SVC-03,SVC-03 Servicing LLC,2026-07-09T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,2,e98d7a61d27bc5c49be6cfcbd6edb44217ba281c699ed4510e8ea356678fd733
LN-000073,B-00062,ARM,Purchase,2024-09-24,2029-09-24,186500.00,142354.51,7.6210,60,3747.81,CURRENT,0,2026-06-03,MI,04909,764,A-,1 year,<50k,208000.00,SVC-05,SVC-05 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,2,ba733255841593cac9b2ade7fff054deff130cc4b3108a7ee4802c8221d52760
LN-000074,B-00136,ARM,Refinance,2017-05-12,2024-12-05,209000.00,94435.91,6.3830,84,3091.71,CURRENT,0,2026-07-21,MA,26523,,B,1 year,75-100k,322000.00,SVC-02,SVC-02 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,8c7209ec6575daee6c69fd079170e274dbcacb4b6bce30347286bea66d9d17eb
LN-000075,B-00381,PERSONAL,Purchase,2024-07-10,2031-07-10,690000.00,559773.89,5.3780,84,9875.42,CURRENT,0,2026-07-08,MO,72901,632,B+,< 1 year,100-150k,811000.00,SVC-02,SVC-02 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,7bc648ee100203ef4c030b1a124048bcccea95a86bc03d3e0dbac96ce80cce33
LN-000076,B-00208,ARM,Purchase,2018-07-02,2033-07-02,515000.00,443787.41,4.4890,180,3936.82,CURRENT,0,2026-06-16,,13843,798,B-,5 years,50-75k,578000.00,SVC-02,SVC-02 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,ac63d2dd5940b085eed79616fa71d8a068b8880932db852f3a7ce3d53bfa357f
LN-000077,B-00381,AUTO,Debt consolidation,2023-04-28,2053-04-28,446500.00,0.00,7.6680,360,3173.52,PAID_OFF,0,2026-06-22,NY,50124,768,B,5 years,75-100k,659000.00,SVC-05,SVC-05 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,247a5c9d09485b53bc2533772cc2b7e11f8ffb4bacf0319046be4159a10d36bc
LN-000078,B-00454,ARM,Debt consolidation,2017-05-18,2024-05-18,181500.00,97184.99,3.9560,84,2477.21,CURRENT,0,2026-06-28,PA,95802,,A,7 years,100-150k,225000.00,SVC-04,SVC-04 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,6ed270aeb32ee5a35018e211baee811c577d3cd6a9e4c36bcc63dcecc83052ed
LN-000079,B-00236,HELOC,Cash-out refi,2018-07-09,2048-07-09,443500.00,322014.86,7.7060,360,3163.81,CURRENT,0,2026-07-01,AZ,40914,582,C,< 1 year,50-75k,624000.00,SVC-02,SVC-02 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,626d74efa318bf927db4eb22172d1ac3d6d8ab290bd412d21c9c1233e99e3de6
LN-000080,B-00163,FIXED,Debt consolidation,2018-03-08,2048-03-08,753500.00,498072.91,3.8470,360,3531.18,CURRENT,0,2026-07-11,OH,32701,656,A-,5 years,100-150k,1145000.00,SVC-06,SVC-06 Servicing LLC,2026-07-31T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,216ac8586518f1b499b0f5f2c3ecaf4bfb5d89c51a06dc554848e3b2e19a659d
LN-000081,B-00177,HELOC,Refinance,2016-03-25,2046-03-25,343500.00,201482.05,7.3110,360,2357.50,CURRENT,0,2026-07-14,NJ,95545,750,A-,10+ years,100-150k,480000.00,SVC-01,SVC-01 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,1b3f40055d1a7ca9d7512f0a0331ba3f29bd9f42bce5a4a34f0e55db06a35b4c
LN-000082,B-00353,ARM,Cash-out refi,2021-05-10,2051-05-10,588500.00,497516.71,7.5950,360,4153.23,CURRENT,0,2026-06-28,IL,65502,,A,2 years,150-250k,906000.00,SVC-04,SVC-04 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,b447462867c62f8bae887b22a6472661899086e7e4517cbe293a8b6deefde513
LN-000083,B-00138,ARM,Debt consolidation,2015-01-08,2035-01-08,657000.00,493520.61,7.9090,240,5458.26,CURRENT,0,2026-06-09,PA,73671,811,B+,5 years,50-75k,1045000.00,SVC-02,SVC-02 Servicing LLC,2026-07-11T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,1b931ebaeebd04575027c21dfbe61f823f6f26742825a91645b66439c999a44c
LN-000084,B-00048,ARM,Purchase,2022-11-13,2052-11-13,596500.00,421717.28,6.8080,360,3891.91,DELINQUENT,75,2026-07-25,VA,13821,726,C,1 year,75-100k,858000.00,SVC-01,SVC-01 Servicing LLC,2026-07-28T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,2,ce8c77108561f77129128123fe9bff2b4a84b3a9bc8cb9ce63aa3f106a8e553a
LN-000085,B-00265,AUTO,Refinance,2020-02-19,2030-02-19,92500.00,83249.89,5.9620,120,1025.18,CURRENT,0,2025-10-17,NY,94081,787,B,5 years,<50k,140000.00,SVC-01,SVC-01 Servicing LLC,2025-11-02T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,392d30945f7ab6e97fb03b11bc760b53f01eebf1acc1ab7ad57abd293002f9b3
LN-000086,B-00149,FIXED,Debt consolidation,2019-10-11,2039-10-11,66000.00,32969.47,4.0010,240,399.98,CURRENT,0,2026-06-13,MD,59336,,B,< 1 year,<50k,101000.00,SVC-06,SVC-06 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,c84196d9ddb2f47df0cc4cd461465077e8b5a1d9bfa2ae726ce7671312edb896
LN-000087,B-00383,HELOC,Refinance,2021-05-11,2051-05-11,114500.00,74285.70,8.0900,360,847.36,CURRENT,0,2026-07-22,OH,54705,723,B,1 year,100-150k,148000.00,SVC-06,SVC-06 Servicing LLC,2026-07-31T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,7591e3af374983cb7c6631111acafe7492efe4aadf8876a17c525193721e0b5a
LN-000088,B-00456,AUTO,Purchase,2021-02-05,2028-05-02,163500.00,163500.00,5.8760,84,2378.79,CURRENT,0,2026-06-13,NC,66075,793,A-,2 years,<50k,230000.00,SVC-04,SVC-04 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,2,ffa4403f7201a862a05785c2ef998058942272996a776e64cd389220c3b6630b
LN-000089,B-00081,ARM,Home improvement,2015-07-02,2020-07-02,438000.00,414347.07,6.0870,60,8485.50,DELINQUENT,60,2026-07-08,VA,39056,697,C+,1 year,75-100k,690000.00,SVC-01,SVC-01 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,8bd4b67f2953593b9505bbef5deb8983cde51e8b6f8a5d24e4469b722c773d7c
LN-000090,B-00008,HELOC,Purchase,2019-08-05,2049-08-05,480500.00,226009.68,6.9000,360,3164.57,DELINQUENT,60,2026-06-17,TX,05037,,B-,< 1 year,100-150k,565000.00,SVC-01,SVC-01 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,30907fef55956b5460aa152ce8a340ef6472e5593f00af05f72a3706cc7b1cad
LN-000091,B-00113,HELOC,Home improvement,,2035-07-24,199500.00,159486.71,6.7730,240,1519.66,CURRENT,0,2026-07-03,MD,59954,622,B,10+ years,250k+,307000.00,SVC-03,SVC-03 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,FISERV,REJECTED,1,0e3b6d9c2286f18845ae83bc734c41eb8ef86a8011eacf9cb00b75d2548abede
LN-000092,B-00432,HELOC,Refinance,2019-01-26,2049-01-26,475000.00,409968.43,8.1570,360,3537.51,CURRENT,0,2026-06-20,MI,25546,762,A-,3 years,50-75k,530000.00,SVC-01,SVC-01 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,0ec0d0bbe81d9db8803a24627f95db5fe3a4a560717b36322135fde33d29208b
LN-000093,B-00465,PERSONAL,Refinance,2018-09-04,2048-09-04,754000.00,674596.86,5.4320,360,4249.02,CURRENT,0,2026-07-11,MD,18015,710,B+,10+ years,100-150k,869000.00,SVC-05,SVC-05 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,85672d7a4f5d5a020ceac77c0ad4d704d4a86ae7be5222c0f85136333f997989
LN-000094,B-00157,FIXED,Home improvement,2019-03-01,2039-03-01,69500.00,60822.61,5.8460,240,491.76,CURRENT,0,2026-06-13,IL,58297,,B-,1 year,<50k,110000.00,SVC-06,SVC-06 Servicing LLC,2026-07-19T00:00:00.000Z,PARTIAL,SHAWBROOK,VERIFIED,1,b49c57e68225256105c301108a4be40c3ccdc5c8d623d00a28db13801999efd8
LN-000095,B-00057,AUTO,Cash-out refi,2022-08-18,2032-08-18,787000.00,411187.68,7.4070,120,9303.67,CURRENT,0,2026-06-20,VA,90543,602,C,10+ years,250k+,965000.00,SVC-02,SVC-02 Servicing LLC,2026-07-19T00:00:00.000Z,MISSING,BLACKKNIGHT,REJECTED,1,1e99684c26977472c83dfc653b7d519c408bc433281f1fda09dc47ec0a0ba781
LN-000096,B-00401,FIXED,Purchase,2018-11-13,2033-11-13,280000.00,143474.33,4.8750,180,2196.03,CURRENT,0,2026-06-08,TN,47636,694,C+,5 years,50-75k,380000.00,SVC-03,SVC-03 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,ebc4fd264e6dcad61a8167f2a86c82f3103af35d8624f724d4935c52e9efe8a4
LN-000097,B-00275,HELOC,Refinance,2024-09-11,2054-09-11,716500.00,338637.84,6.1200,360,4351.21,CURRENT,0,2026-06-27,OH,62387,705,B,< 1 year,<50k,844000.00,SVC-04,SVC-04 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,9a08692cd0f0dafc39cf41bdf0f9ec8b48f7ea7ce9e23d614fdbb71ebc234c13
LN-000098,B-00181,ARM,Home improvement,2018-05-15,2025-05-15,534000.00,380955.03,7.6500,84,8230.23,CURRENT,0,2026-06-09,IN,50091,,B+,3 years,<50k,684000.00,SVC-04,SVC-04 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,2,b18cd0fb8eff6ddf8b734daabcce37f74cf2118436ae577f55cdce17dcfc2783
LN-000099,B-00375,FIXED,Home improvement,2017-03-16,2032-03-16,247000.00,176703.69,4.4870,180,1887.89,CURRENT,0,2026-06-29,FL,42865,658,B+,< 1 year,75-100k,327000.00,SVC-06,SVC-06 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,5967c56568513d85b1a51689b22769bdfe99d5b1a6105ae06df523056441b57c
LN-000100,B-00276,AUTO,Debt consolidation,2024-02-01,2029-02-01,97000.00,88882.73,6.3220,60,1889.84,CURRENT,0,2026-07-02,CA,75098,796,B,10+ years,75-100k,112000.00,SVC-01,SVC-01 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,785b3e068c90996069a30b4839d8df128a513e4594d9908125bd27aa3acd6f5f
LN-000101,B-00334,FIXED,Purchase,2023-01-20,2030-01-20,569000.00,450002.13,6.2720,84,8386.66,CURRENT,0,2026-07-22,FL,41935,0,A-,10+ years,250k+,842000.00,SVC-05,SVC-05 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,FISERV,REJECTED,1,bf1f11836a856259744eefa239352fa7a1aa063b0eb403710b38a72300b9ee48
LN-000102,B-00109,PERSONAL,Purchase,2022-01-08,2027-08-01,706000.00,486378.72,4.1040,60,13035.23,CURRENT,0,2026-07-25,MA,13379,,C+,7 years,250k+,1104000.00,SVC-01,SVC-01 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,79d0d4a7b0cec91b002a2da03928ddc51abf1562a0b4f1446d4d8bf1e77d85b2
LN-000103,B-00397,ARM,Refinance,2018-06-25,2038-06-25,391500.00,254131.37,5.2810,240,2644.88,DELINQUENT,45,2026-07-03,PA,74070,609,C+,2 years,75-100k,591000.00,SVC-02,SVC-02 Servicing LLC,2026-07-09T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,2,96f7874d8f24f2e3cd6edf821e867001d7f71c1f5635a6db68094ae8dd3eedc6
LN-000104,B-00132,HELOC,Refinance,2015-08-05,2045-08-05,764500.00,563900.97,5.7040,360,4439.10,CURRENT,0,2026-07-06,AZ,55413,705,B,7 years,150-250k,888000.00,SVC-02,SVC-02 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,6ba2b29536a56fa3420d66ab724d6b8954dd0ffe8ebc473e1af159d9b510fbda
LN-000105,B-00339,PERSONAL,Purchase,2022-01-26,2052-01-26,553500.00,281664.08,7.9580,360,4045.19,CURRENT,0,2026-06-12,WA,33691,744,C,3 years,250k+,881000.00,SVC-06,SVC-06 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,08b505f8cd66b7d7835d5cabb31996add843f85c5f024f4a9d846e76b20c3e9e
LN-000106,B-00301,HELOC,Refinance,2023-03-09,2043-03-09,214500.00,146062.10,6.6730,240,1621.18,DELINQUENT,60,2026-06-18,GA,23441,,A,7 years,100-150k,311000.00,SVC-05,SVC-05 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,c3025ff717aef95d2457c2ac1207322274b9c8f560f93465c2ef272611db5318
LN-000107,B-00055,FIXED,Home improvement,2016-06-11,2046-06-11,98500.00,50800.62,8.0400,360,725.51,CURRENT,0,2026-06-21,GA,05346,809,A-,10+ years,250k+,150000.00,SVC-01,SVC-01 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,dc9d477508965c2d27bfeb69b66673db939eb1b68fb6af7d078befe48215183a
LN-000108,B-00112,ARM,Debt consolidation,2021-12-09,2041-12-09,684500.00,393684.25,4.8190,240,4449.24,CURRENT,0,2026-06-21,PA,21776,669,B+,5 years,100-150k,866000.00,SVC-06,SVC-06 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,f3e35a684895d70a288eab943f0a18ff25afab3249d6b8fb5c40e05a973db628
LN-000109,B-00267,PERSONAL,Home improvement,2021-09-07,2051-07-09,318000.00,227781.93,7.1270,360,2142.85,CURRENT,0,2026-06-23,,34713,768,C+,1 year,100-150k,361000.00,SVC-06,SVC-06 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,2,b8f5c4733fde0005db2f238020c34a5e59c2c76c4cdad87440d85d92a5b96e09
LN-000110,B-00133,FIXED,Refinance,2022-07-13,2037-07-13,738500.00,649956.80,6.3050,180,6354.23,CURRENT,0,2026-07-13,PA,16046,,B-,3 years,50-75k,949000.00,SVC-05,SVC-05 Servicing LLC,2026-07-22T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,6e2f9ccf97cfd14dd03ba72916bba8859d5b98457fb08135eca1eb35b060b216
LN-000111,B-00465,FIXED,Home improvement,2019-07-15,2024-07-15,539500.00,425807.56,5.9020,60,10405.48,DELINQUENT,45,2026-06-20,TX,80593,661,A-,10+ years,150-250k,653000.00,SVC-04,SVC-04 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,e3635a46424417743555b183e1915ed0fc143bbd9914d547fa6915c80dfbf54d
LN-000112,B-00168,FIXED,Refinance,2023-08-22,2053-08-22,428000.00,396266.24,6.1000,360,2593.66,CURRENT,0,2026-06-01,MI,63020,612,A,7 years,<50k,663000.00,SVC-04,SVC-04 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,2a4fa8348582c4b2846ddfdf3d1ea1eed75ca229090bc7ec568eb72558ad18de
LN-000113,B-00266,AUTO,Debt consolidation,2021-12-15,2031-12-15,437000.00,323454.44,7.4180,120,5168.58,CURRENT,0,2026-07-07,PA,78656,733,A,7 years,75-100k,690000.00,SVC-04,SVC-04 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,68c6d9bea81d3ce5cdf6ac56efe3b452cbd3b0d59fe599187fd7f13925c3495c
LN-000114,B-00084,ARM,Home improvement,2022-02-16,2052-02-16,290500.00,218676.16,6.0940,360,1759.29,CURRENT,0,2026-06-01,VA,72165,,B+,3 years,100-150k,411000.00,SVC-05,SVC-05 Servicing LLC,2026-07-09T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,fc4ee364c054c2e0490381a7f50fe329207dd52a7e3ec0663e3091391ac81258
LN-000115,B-00020,ARM,Refinance,2015-12-17,2035-12-17,630500.00,451465.39,4.0620,240,3841.34,CURRENT,0,2026-06-30,GA,04711,757,A,1 year,<50k,879000.00,SVC-05,SVC-05 Servicing LLC,2026-07-11T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,a57e3655740c4dbf983231ca58261845fe0aea242745134dad37eab22ceeab5d
LN-000116,B-00164,PERSONAL,Debt consolidation,2018-02-01,2048-01-02,846500.00,700147.74,6.3020,360,5240.71,CURRENT,0,2026-06-27,OH,59609,694,A-,7 years,<50k,1034000.00,SVC-06,SVC-06 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,b6756cd7da53e6e1c8bea0e2686e4280a16a1ff44f679c51e8101592d07de0b9
LN-000117,B-00335,FIXED,Debt consolidation,2018-08-27,2028-08-27,746500.00,445207.37,5.7110,120,8179.76,CURRENT,0,2026-06-03,VA,81279,680,A-,1 year,75-100k,1077000.00,SVC-01,SVC-01 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,0b0093276e4048e039621d9199997ce97f77672b679a94a18088dc4e2eef8cc8
LN-000118,B-00085,ARM,Debt consolidation,2018-10-18,2023-10-18,493000.00,452102.05,7.1230,60,9790.63,CURRENT,0,2026-07-10,NC,26183,,A-,10+ years,50-75k,782000.00,SVC-02,SVC-02 Servicing LLC,2026-07-12T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,7ae79b932fdf437d91aa06290a3cd28b8f4e7dde1d990272fa48e4035e6a8481
LN-000119,B-00049,HELOC,Home improvement,2028-12-11,2023-12-11,238000.00,146582.41,6.1570,60,4618.60,CURRENT,0,2026-07-05,PA,59018,690,B+,< 1 year,<50k,324000.00,SVC-05,SVC-05 Servicing LLC,2026-07-31T00:00:00.000Z,COMPLETE,LEGACY-AS400,REJECTED,1,5bc88492872899b28df69d6187be7cc0cdb71b3232725ab41cf915ac9ffdfbb3
LN-000120,B-00170,HELOC,Home improvement,2019-12-15,2026-12-15,602500.00,420386.72,7.7550,84,9317.32,DELINQUENT,60,2026-07-01,AZ,30197,690,B+,7 years,<50k,720000.00,SVC-05,SVC-05 Servicing LLC,2026-07-29T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,ca0d5824ca5772994d245d03ba917daada6027166ab92be9e0547ee9a3628651
LN-000122,B-00071,ARM,Debt consolidation,2023-09-11,2053-09-11,69000.00,56950.95,4.0270,360,330.49,DELINQUENT,30,2026-06-12,IN,51614,,C+,10+ years,75-100k,108000.00,SVC-02,SVC-02 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,2,cae74a914a34bd1401823281696b0bf95cd34ced71ca34038c4fc8498e05abc3
LN-000123,B-00419,HELOC,Purchase,2020-06-03,2050-03-06,722000.00,607474.33,4.6080,360,3704.75,CURRENT,0,2026-06-22,MA,36375,694,B,3 years,75-100k,1112000.00,SVC-02,SVC-02 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,ba7cf662552adf6e9b14740a24bab3f5be30270dfb2f9b78bd1147b6d1b480ad
LN-000124,B-00359,AUTO,Debt consolidation,2019-01-13,2024-01-13,794500.00,702332.64,5.1940,60,15063.91,CURRENT,0,2025-10-09,VA,05166,637,C+,< 1 year,<50k,1048000.00,SVC-04,SVC-04 Servicing LLC,2025-10-29T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,2,ea23c01b54f052682f2a94cc3e9cf0b586b93975351feb29707d6d004ba95ceb
LN-000125,B-00187,ARM,Debt consolidation,2020-08-25,2027-08-25,245500.00,245500.00,7.8510,84,3808.22,CURRENT,0,2026-06-21,WI,47385,597,C+,3 years,100-150k,317000.00,SVC-01,SVC-01 Servicing LLC,2026-07-07T00:00:00.000Z,PARTIAL,BLACKKNIGHT,VERIFIED,2,cccd438b08cd5e91d5f77b30efb6eca1904688548b226bea9cbc8b18d24b65e9
LN-000126,B-00286,FIXED,Debt consolidation,2023-05-16,2033-05-16,365000.00,193577.55,6.9460,120,4227.81,CURRENT,0,2026-07-11,NC,78168,,B,1 year,250k+,516000.00,SVC-06,SVC-06 Servicing LLC,2026-07-25T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,703e1e14271727b51582d55a5451a7323c1e6eb3fe88edde4247c992e49b709c
LN-000127,B-00072,ARM,Purchase,2017-07-22,2047-07-22,153000.00,88142.03,7.4440,360,1063.94,CURRENT,0,2026-06-12,IL,47676,681,B+,5 years,100-150k,210000.00,SVC-02,SVC-02 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,923f1768baaf7bf17021a57d4cf8ada0b301deeea8c7e057d22b9f1e3d94c1ca
LN-000128,B-00129,ARM,Cash-out refi,2023-07-12,2053-07-12,60000.00,41140.93,6.8590,360,393.52,CURRENT,0,2026-06-29,NJ,95102,752,A,5 years,100-150k,93000.00,SVC-04,SVC-04 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,2b030eef72731177acca33cff66d41c7280d46bd48433b6b78755ea89c213876
LN-000129,B-00206,FIXED,Cash-out refi,2022-12-24,2042-12-24,736000.00,541045.63,6.0480,240,5293.33,CURRENT,0,2026-06-11,CA,71150,613,A,10+ years,50-75k,958000.00,SVC-05,SVC-05 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,f18ed6023ce63ab2a15d62d938eb08f53669d7063466fdb4f15a4665f9d369e2
LN-000130,B-00419,ARM,Cash-out refi,2023-04-22,2053-04-22,197000.00,0.00,7.4600,360,1372.06,PAID_OFF,0,2026-06-30,AZ,70841,,B-,7 years,100-150k,236000.00,SVC-03,SVC-03 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,a24d3d423605aa3b7ebba764a835cc6d57226ba6ec3e050275c747cfb0eb71aa
LN-000131,B-00379,ARM,Refinance,2019-09-06,2049-09-06,574000.00,293778.27,4.6980,360,2976.29,CURRENT,0,2026-05-31,OH,24302,639,A,5 years,100-150k,725000.00,SVC-06,SVC-06 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,a24ca910152b1d5110d5ca89598dfdf8ba78d6fa4a44e396a4a05487351c7ae0
LN-000132,B-00234,FIXED,Debt consolidation,,2050-09-16,186500.00,162490.78,5.9340,360,1110.26,CURRENT,0,2026-06-02,TX,31652,688,C,7 years,<50k,267000.00,SVC-01,SVC-01 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,SHAWBROOK,REJECTED,1,6ff7b68f6cc0774a35f3eb5590a0e5c23ae11f37a6decf96c17719e2873a6a11
LN-000133,B-00296,FIXED,Home improvement,1900-01-01,2031-01-15,819000.00,710448.35,7.8670,84,12710.91,CURRENT,0,2026-07-05,TN,54176,674,B,< 1 year,250k+,1024000.00,OLD-SVC,OLD-SVC Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,abb483bd0e9e128e81afa7c87584c4abed3a52f762f6201e4d0fdcdb1a2b24f4
LN-000134,B-00287,HELOC,Debt consolidation,2022-09-02,2032-09-02,640500.00,548908.86,6.5370,120,7284.81,CURRENT,0,2026-07-06,FL,99578,,B+,3 years,250k+,810000.00,SVC-04,SVC-04 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,63362f51e0170be110e7ef7893f02ad22dc9eaa779f33029021adfac355063a2
LN-000135,B-00368,FIXED,Home improvement,2018-11-17,2048-11-17,560000.00,280792.14,6.5190,360,3546.58,CURRENT,0,2026-07-02,MI,72912,582,A-,1 year,100-150k,895000.00,SVC-01,SVC-01 Servicing LLC,2026-07-12T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,4aec9351f5e18e5af7716012532c29ebd76f52d3663529c84f25ec6c9d3313e8
LN-000136,B-00228,PERSONAL,Home improvement,2024-03-14,2029-03-14,834500.00,445902.31,4.2810,60,15474.64,DELINQUENT,30,2026-06-23,IL,18905,653,C,10+ years,<50k,1224000.00,SVC-04,SVC-04 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,3d2446d22aeee9a51b0295ed3c427ed871aed1a706e0ae36c2b78c3e22064a93
LN-000137,B-00379,PERSONAL,Refinance,2015-07-05,,447000.00,210060.08,4.7180,360,2323.15,CURRENT,0,2026-07-08,NY,24052,798,A,5 years,50-75k,626000.00,SVC-02,SVC-02 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,FISERV,REJECTED,1,81c4e30de976d14a67f101c6b2b25081cd1d4c173ece0341fa956fe599573e05
